compound_index,true_pkd,rf_rank,rf_pred,dl_rank,dl_pred,delta_rank
1176,5.58501,3143,6.0830517,3206,5.865038,-63
1177,5.886023,2670,6.2526355,2793,6.081664,-123
1178,5.9207826,3030,6.1287193,3293,5.825958,-263
1179,5.853841,3341,6.020305,3069,5.9295354,272
1180,5.886023,2857,6.18505,2796,6.07526,61
1181,5.5228643,3366,6.0075154,2812,6.0644407,554
1182,5.58501,3037,6.126213,2726,6.114709,311
1183,6.853562,1410,6.7645407,3143,5.89186,-1733
1184,6.4558077,2784,6.2110133,2981,5.9716516,-197
1185,5.67776,2158,6.4342012,2751,6.107264,-593
1186,5.4436855,2429,6.346602,2794,6.07763,-365
1187,5.7695255,1716,6.6077676,2830,6.0568266,-1114
1188,5.638253,2845,6.19009,3118,5.905506,-273
1189,6.0361648,2151,6.4365587,2203,6.40971,-52
1190,6.443577,1797,6.5804486,3446,5.7438107,-1649
1191,5.886023,1946,6.5116334,2279,6.3587985,-333
1192,5.481473,2805,6.2065077,2857,6.037301,-52
1193,7.636388,1673,6.625531,2772,6.096324,-1099
1194,7.154282,2332,6.3791575,2868,6.0334635,-536
1195,7.6757174,893,7.119013,1724,6.707595,-831
1196,5.7447033,2163,6.432086,3888,5.396632,-1725
1197,5.56862,1877,6.5439496,2447,6.2843575,-570
1198,5.56862,2951,6.1532164,3803,5.5058775,-852
1199,7.0127807,1373,6.786139,3261,5.8440237,-1888
1200,5.56862,2440,6.3436403,3944,5.329615,-1504
1201,5.9207826,2037,6.4843044,3823,5.4814205,-1786
1202,5.9207826,1338,6.813079,2716,6.1249456,-1378
1203,5.31875,3311,6.032078,2874,6.0297537,437
1204,5.275716,3568,5.9104934,3048,5.938554,520
1205,9.21467,1065,6.970549,1540,6.8749466,-475
1206,5.4948363,2666,6.254908,2463,6.274523,203
1207,8.853872,2563,6.293753,2992,5.9644046,-429
1208,6.4316807,1834,6.566776,2756,6.099334,-922
1209,5.508624,1555,6.6907372,2845,6.046303,-1290
1210,8.744727,850,7.1809773,1597,6.811118,-747
1211,6.086133,2615,6.271956,2816,6.064089,-201
1212,6.508498,2377,6.363803,3024,5.949584,-647
1213,5.2218413,2357,6.369541,3229,5.857109,-872
1214,5.7447033,2660,6.256743,2707,6.1359534,-47
1215,5.346778,3755,5.7745433,3274,5.8384986,481
1216,6.4813547,1945,6.5118027,2547,6.227957,-602
1217,6.1738605,2895,6.1725507,2951,5.983285,-56
1218,5.2839885,2561,6.294051,2976,5.974072,-415
1219,5.537587,1597,6.6678557,2978,5.9738674,-1381
1220,5.508624,2162,6.43225,2454,6.27989,-292
1221,6.3766475,1757,6.5960917,2395,6.3015194,-638
1222,5.508624,2116,6.451547,3857,5.4406614,-1741
1223,5.5528264,3758,5.769586,3224,5.858317,534
1224,6.4683933,1467,6.7400174,3818,5.486162,-2351
1225,8.229148,1112,6.9440365,1542,6.8745203,-430
1226,5.275716,2870,6.1808076,3693,5.593603,-823
1227,6.2756424,2946,6.155508,3022,5.951235,-76
1228,9.408936,3490,5.950209,3135,5.8948603,355
1229,9.924453,754,7.2997003,1183,7.163352,-429
1230,9.619789,3029,6.1288238,3406,5.769972,-377
1231,7.5214334,1018,7.0177865,1890,6.577388,-872
1232,5.890725,3301,6.0369654,2366,6.3136835,935
1233,6.325047,1156,6.9144526,2192,6.4143057,-1036
1234,6.535958,3503,5.944555,3220,5.8594465,283
1235,5.8238797,3255,6.049146,4339,4.398612,-1084
1236,9.920818,313,8.053889,1,9.632291,312
1237,9.9914,198,8.376646,3,9.475165,195
1238,9.962573,139,8.573958,5,9.244192,134
1239,9.920818,184,8.436407,2,9.57533,182
1240,6.3978314,1114,6.9436655,859,7.5829926,255
1241,6.15484,3844,5.662358,2889,6.019022,955
1242,6.5684752,2182,6.428187,1073,7.290104,1109
1243,5.638253,1556,6.689492,832,7.626651,724
1244,6.596708,983,7.0338387,1154,7.198803,-171
1245,8.283997,175,8.460879,221,8.468529,-46
1246,5.537587,4025,5.3826537,4112,5.0571337,-87
1247,9.21467,649,7.45269,1415,6.9652634,-766
1248,9.723538,26,9.0857,654,7.8861923,-628
1249,8.420217,838,7.202805,995,7.3778152,-157
1250,6.459871,2433,6.3463078,1776,6.658353,657
1251,6.999566,2246,6.4030766,1387,6.9906597,859
1252,6.999566,2795,6.2082148,1337,7.0292654,1458
1253,7.317855,2245,6.4030766,1388,6.9906597,857
1254,7.0501223,2794,6.2082148,1338,7.0292654,1456
1255,7.365523,2244,6.4030766,900,7.5320287,1344
1256,5.3946843,962,7.053305,784,7.6874027,178
1257,6.6380835,1518,6.716098,312,8.351972,1206
1258,6.920457,1585,6.675602,669,7.859952,916
1259,6.1803904,433,7.7550235,454,8.147699,-21
1260,7.567031,585,7.559613,66,8.725552,519
1261,7.551294,532,7.6051054,203,8.497059,329
1262,4.4559307,3837,5.6664023,4176,4.891102,-339
1263,5.207601,3788,5.7342076,4152,4.9636145,-364
1264,5.638253,3884,5.605292,4453,4.02026,-569
1265,5.58501,3990,5.443508,4398,4.1974883,-408
1266,5.0457525,3877,5.6181626,4092,5.0831327,-215
1267,5.0654964,3819,5.690278,4446,4.0445943,-627
1268,5.1938133,3882,5.6114593,2224,6.393556,1658
1269,4.522877,3878,5.616532,4377,4.27225,-499
1270,5.6989484,3791,5.732964,4364,4.3262634,-573
1271,6.1402016,440,7.7353883,427,8.177186,13
1272,7.821023,476,7.667561,82,8.687281,394
1273,6.6593575,401,7.7962904,639,7.911521,-238
1274,6.4595456,415,7.7788424,754,7.749269,-339
1275,7.258848,327,7.999255,134,8.595882,193
1276,5.7700367,1862,6.5553966,515,8.09676,1347
1277,7.821023,277,8.140734,295,8.378557,-18
1278,8.49485,366,7.8923893,370,8.251596,-4
1279,4.6599903,1784,6.5851436,30,8.850178,1754
1280,3.8200002,2084,6.465074,212,8.480604,1872
1281,4.9899926,1499,6.732141,3184,5.875261,-1685
1282,6.698753,1242,6.8658977,650,7.8924704,592
1283,5.990082,1430,6.7572737,1312,7.0558076,118
1284,6.0798244,709,7.363355,2182,6.42389,-1473
1285,6.889074,1368,6.7899547,1182,7.1634626,186
1286,6.850473,3186,6.0643935,913,7.50893,2273
1287,8.995679,209,8.332974,610,7.9447865,-401
1288,9.619789,345,7.9417796,662,7.8698997,-317
1289,6.119701,1496,6.732194,345,8.303906,1151
1290,5.6199517,3632,5.8797994,1477,6.9314566,2155
1291,5.669972,3312,6.0319743,668,7.8627806,2644
1292,4.1099977,3609,5.8914437,1330,7.038057,2279
1293,4.4099936,2675,6.250201,1647,6.766118,1028
1294,5.1601386,3194,6.061935,512,8.099505,2682
1295,5.049971,3159,6.079278,854,7.601943,2305
1296,6.931443,2095,6.458598,851,7.6020403,1244
1297,7.0404816,2827,6.195471,846,7.611048,1981
1298,4.3299947,3328,6.025294,349,8.291168,2979
1299,3.8999982,3285,6.039237,719,7.7887383,2566
1300,3.6861327,4499,4.2745028,4475,3.9283683,24
1301,3.638272,4462,4.363622,4491,3.8872142,-29
1302,2.9586072,4482,4.3213267,4535,3.7399302,-53
1303,3.2564902,4540,4.132783,4259,4.7000713,281
1304,4.25806,4228,4.958178,4705,2.3004954,-477
1305,2.0004344,4212,4.9948387,4702,2.330103,-490
1306,2.6013656,4229,4.958178,4704,2.3004954,-475
1307,2.0001304,4213,4.9948387,4701,2.330103,-488
1308,4.2276773,4180,5.067347,4690,2.55779,-510
1309,6.999566,4193,5.042825,4687,2.5813935,-494
1310,6.214599,3291,6.037846,4400,4.1969376,-1109
1311,6.698753,3330,6.0250125,4132,5.0125256,-802
1312,3.0457575,3165,6.0758796,4086,5.0898952,-921
1313,5.3872056,3942,5.527774,4452,4.023171,-510
1314,5.1307626,3639,5.8758225,4403,4.192353,-764
1315,4.886053,3540,5.9225783,4395,4.205983,-855
1316,4.522877,3447,5.972318,4300,4.5619264,-853
1317,5.2839885,3914,5.570717,4381,4.259725,-467
1318,2.5228786,4520,4.215083,4518,3.805199,2
1319,2.5228786,4605,3.8494692,4583,3.486687,22
1320,7.3001623,4295,4.817841,4414,4.162856,-119
1321,4.9586034,4170,5.0885024,4328,4.450164,-158
1322,5.3767405,4305,4.7962923,4389,4.242319,-84
1323,5.154896,4105,5.2013726,2856,6.037506,1249
1324,4.3419876,4146,5.1285458,4536,3.7359955,-390
1325,3.30103,4165,5.0943284,4461,3.971545,-296
1326,3.30103,4128,5.155529,4594,3.4161997,-466
1327,3.0,4218,4.973187,4669,2.7846467,-451
1328,6.3097153,4060,5.288899,2478,6.264971,1582
1329,6.408824,4061,5.288899,2477,6.264971,1584
1330,5.1674848,4233,4.9502206,4344,4.378842,-111
1331,5.9207826,4234,4.9502206,4343,4.378842,-109
1332,5.029974,3829,5.6775527,3715,5.5814714,114
1333,4.4999957,3828,5.6775527,3629,5.635369,199
1334,4.2500005,3830,5.6775527,3698,5.590643,132
1335,7.91364,3941,5.5288405,3108,5.9099183,833
1336,7.8124795,3814,5.695651,3081,5.923591,733
1337,6.787546,4207,5.0125756,4281,4.6249065,-74
1338,6.73969,4086,5.2332478,4302,4.5480204,-216
1339,4.6382704,4293,4.8192835,4303,4.546361,-10
1340,5.67776,4250,4.9092546,4316,4.503975,-66
1341,6.65738,1274,6.848213,1922,6.558576,-648
1342,6.721018,1272,6.848213,1923,6.558576,-651
1343,6.508498,998,7.02466,194,8.510866,804
1344,6.999566,3572,5.9078074,4148,4.9814005,-576
1345,5.1899624,1670,6.6256833,334,8.320267,1336
1346,7.118615,1955,6.5067677,127,8.603676,1828
1347,6.829445,1942,6.513462,2970,5.9761114,-1028
1348,6.77963,2008,6.4925947,1378,6.995674,630
1349,6.850473,2254,6.400727,3918,5.363122,-1664
1350,6.8693447,1576,6.6794777,467,8.134751,1109
1351,7.118615,1930,6.5187874,906,7.523732,1024
1352,6.8383327,2072,6.468572,3724,5.5771646,-1652
1353,8.769551,1265,6.8536797,1706,6.721945,-441
1354,7.493495,1113,6.9440293,344,8.307067,769
1355,6.8857226,2606,6.2758813,372,8.248732,2234
1356,5.9871206,2064,6.47208,386,8.224989,1678
1357,6.2517343,1872,6.5497923,575,8.022765,1297
1358,7.430626,3284,6.039827,273,8.396207,3011
1359,5.189089,2290,6.3929033,338,8.3127165,1952
1360,5.5316377,3188,6.0637903,1471,6.9332685,1717
1361,5.869634,2832,6.1938977,1017,7.34476,1815
1362,6.1738605,2248,6.402926,432,8.170473,1816
1363,5.6635203,2361,6.3677936,341,8.309193,2020
1364,5.3487124,3377,6.0051327,1204,7.1483665,2173
1365,6.244049,1860,6.5558324,231,8.452675,1629
1366,7.636388,137,8.574976,74,8.708626,63
1367,6.920457,405,7.7921505,75,8.70717,330
1368,6.8236194,369,7.882118,69,8.715189,300
1369,9.39794,386,7.8240438,2572,6.20995,-2186
1370,8.585027,528,7.6122165,131,8.6008835,397
1371,3.7055335,4433,4.4764166,4217,4.7879906,216
1372,4.0705805,4432,4.4764166,4221,4.7879906,211
1373,4.7695484,4431,4.4764166,4219,4.7879906,212
1374,4.200659,4430,4.4764166,4220,4.7879906,210
1375,4.585025,4388,4.605486,4218,4.7879906,170
1376,4.698968,4429,4.4764166,4198,4.8419213,231
1377,4.5376005,4428,4.4764166,4216,4.7879915,212
1378,3.8181562,4417,4.4958572,4004,5.2401924,413
1379,3.8181562,4427,4.4764166,4133,5.0075426,294
1380,4.508637,4434,4.4764166,4165,4.936261,269
1381,3.6478174,4426,4.4764166,4195,4.8504086,231
1382,3.7644713,4425,4.4764166,4234,4.7579193,191
1383,4.657575,4378,4.6340113,4199,4.8419213,179
1384,3.7772832,4424,4.4764166,4215,4.7879915,209
1385,2.070581,4648,3.5658164,4539,3.7187126,109
1386,2.2676063,4594,3.9092407,4182,4.884584,412
1387,2.19382,4604,3.850903,4526,3.7788854,78
1388,5.6989484,3271,6.043577,2136,6.4446783,1135
1389,5.267598,3270,6.043577,2222,6.397436,1048
1390,4.8477087,4023,5.38344,3549,5.684556,474
1391,4.823906,4022,5.38344,3680,5.6004057,342
1392,5.4317865,3487,5.952602,2295,6.3445053,1192
1393,4.3665304,4204,5.0163393,3564,5.6755056,640
1394,6.999566,3966,5.4888635,4173,4.904669,-207
1395,4.5686345,3953,5.5152445,4018,5.2092786,-65
1396,3.39794,4024,5.382838,2020,6.502742,2004
1397,3.0,4083,5.2497888,3960,5.2941895,123
1398,2.769551,4472,4.3342867,4447,4.0403886,25
1399,3.5228786,4171,5.084076,4573,3.5366302,-402
1400,2.229148,4121,5.1620994,4464,3.9641178,-343
1401,3.6989698,4181,5.064988,4329,4.447831,-148
1402,3.5228786,3982,5.4589396,3343,5.7982917,639
1403,2.769551,4347,4.694005,4232,4.766647,115
1404,9.853872,975,7.0411744,2239,6.386131,-1264
1405,9.886057,939,7.0801377,2361,6.3165455,-1422
1406,9.60206,774,7.2683887,2627,6.18297,-1853
1407,8.886057,1024,7.013632,850,7.603514,174
1408,5.5228643,3691,5.830019,929,7.4829736,2762
1409,5.214663,1838,6.564549,848,7.6070795,990
1410,6.7517815,1500,6.7310414,1171,7.1814203,329
1411,5.0969048,1425,6.7582655,1754,6.6860385,-329
1412,6.958213,3158,6.0797696,991,7.3895826,2167
1413,6.2005906,2524,6.307124,2718,6.123146,-194
1414,7.3001623,2663,6.255808,788,7.681589,1875
1415,5.600309,3633,5.8797994,1476,6.931458,2157
1416,5.317846,3864,5.6362534,1588,6.8214555,2276
1417,5.400106,2892,6.1730056,2606,6.1999764,286
1418,4.190036,4085,5.2454343,4404,4.1865807,-319
1419,3.5228786,4619,3.7698684,4603,3.3579009,16
1420,3.455932,4620,3.7698684,4604,3.3579009,16
1421,2.154902,4481,4.326138,4527,3.7710543,-46
1422,9.40327,207,8.332974,608,7.944787,-401
1423,8.356547,276,8.140734,293,8.378557,-17
1424,9.22099,208,8.332974,609,7.944787,-401
1425,6.7493362,278,8.140734,292,8.378557,-14
1426,6.8598065,2097,6.458598,852,7.6020393,1245
1427,3.0409586,4307,4.7865934,4341,4.3944387,-34
1428,2.9208188,4186,5.059621,4463,3.966302,-277
1429,5.0268674,4512,4.2432127,4550,3.681747,-38
1430,4.886053,4463,4.3579416,4552,3.6690812,-89
1431,5.1191807,4279,4.8385415,4541,3.7109435,-262
1432,3.6989698,4486,4.315908,4558,3.6254823,-72
1433,5.124933,4513,4.2432127,4549,3.681747,-36
1434,4.9586034,4464,4.3579416,4551,3.6690812,-87
1435,4.920815,4280,4.8385415,4540,3.7109435,-260
1436,5.9207826,4185,5.059621,4462,3.966302,-277
1437,9.677781,30,9.025116,299,8.37674,-269
1438,8.167491,174,8.463031,138,8.585847,36
1439,6.2290745,885,7.1397047,419,8.191234,466
1440,6.4813547,1321,6.823121,422,8.183263,899
1441,8.853872,284,8.121827,517,8.096469,-233
1442,6.698753,3400,5.9936714,1343,7.0246787,2057
1443,7.336299,154,8.507167,245,8.442396,-91
1444,7.493495,170,8.467196,51,8.770621,119
1445,7.1999707,169,8.467196,48,8.770621,121
1446,6.65738,739,7.321416,368,8.256921,371
1447,6.508498,742,7.321416,363,8.256921,379
1448,8.075721,54,8.873147,109,8.634871,-55
1449,8.853872,293,8.071026,354,8.280876,-61
1450,7.9956784,29,9.025116,298,8.37674,-269
1451,7.9956784,173,8.463031,139,8.585847,34
1452,7.2284126,155,8.507167,246,8.442396,-91
1453,7.243364,171,8.467196,50,8.770621,121
1454,7.9172144,166,8.467196,49,8.770621,117
1455,7.0264106,738,7.321416,367,8.256921,371
1456,7.7423215,52,8.873147,107,8.634871,-55
1457,7.3001623,31,9.025116,297,8.37674,-266
1458,7.600326,168,8.467196,45,8.770621,123
1459,6.958213,741,7.321416,364,8.256921,377
1460,7.9956784,55,8.873147,108,8.634871,-53
1461,9.522879,69,8.790522,144,8.58008,-75
1462,7.767004,130,8.602858,35,8.80989,95
1463,6.7956085,712,7.3539224,180,8.530852,532
1464,6.537452,1411,6.763755,218,8.474917,1193
1465,7.6556077,270,8.176321,240,8.447273,30
1466,7.1732774,2608,6.274436,569,8.042157,2039
1467,8.142668,142,8.552088,79,8.692238,63
1468,7.3001623,90,8.696803,22,8.916075,68
1469,7.080399,89,8.696803,21,8.916075,68
1470,6.6018863,631,7.4823647,173,8.533871,458
1471,7.536107,47,8.932112,38,8.790385,9
1472,7.9956784,68,8.790522,143,8.58008,-75
1473,7.9956784,131,8.602858,34,8.809891,97
1474,7.430626,141,8.552088,80,8.692238,61
1475,7.2915792,88,8.696803,23,8.916075,65
1476,7.850781,87,8.696803,20,8.916075,67
1477,6.853562,630,7.4823647,174,8.533871,456
1478,7.493495,46,8.932112,39,8.790385,7
1479,6.58486,3631,5.880875,1699,6.7242346,1932
1480,5.397929,3318,6.029811,1613,6.8052664,1705
1481,6.15484,3374,6.005797,1556,6.861704,1818
1482,5.397929,3542,5.919843,2607,6.196649,935
1483,6.15484,3562,5.9123855,1710,6.7194157,1852
1484,5.6989484,4052,5.3056293,4248,4.720635,-196
1485,6.931443,2197,6.424489,2859,6.037114,-662
1486,6.522734,1376,6.7840424,3016,5.955223,-1640
1487,6.522734,1571,6.6813335,2931,5.99744,-1360
1488,8.508638,1655,6.631539,3053,5.9346747,-1398
1489,4.5376005,3450,5.9707847,4399,4.1972003,-949
1490,7.7931743,2130,6.446032,2458,6.279108,-328
1491,7.0649967,1640,6.6400895,3027,5.9479265,-1387
1492,5.925147,1829,6.568827,1056,7.29744,773
1493,6.195792,1520,6.7143784,1558,6.859118,-38
1494,8.886057,2640,6.2613688,2296,6.344177,344
1495,3.4497716,4374,4.653685,4505,3.8544018,-131
1496,3.3419886,4373,4.653685,4504,3.8544018,-131
1497,2.39794,4549,4.105625,4529,3.7589362,20
1498,9.318759,388,7.821716,140,8.581354,248
1499,6.236497,4235,4.9502206,4346,4.3788414,-111
1500,3.8013427,4020,5.3854904,3567,5.6720686,453
1501,5.327893,3338,6.0215693,4129,5.019603,-791
1502,6.6380835,1515,6.717749,1519,6.8933563,-4
1503,6.7956085,1340,6.8104014,1453,6.945164,-113
1504,6.5684752,1248,6.8645215,1655,6.7609835,-407
1505,6.58486,1645,6.638259,1551,6.865423,94
1506,6.7956085,1279,6.8422117,603,7.959317,676
1507,6.4813547,1420,6.7614303,1792,6.6451044,-372
1508,6.3009434,1380,6.7801604,775,7.70923,605
1509,6.3766475,1392,6.7712636,760,7.7397265,632
1510,6.522734,1249,6.862748,1960,6.54375,-711
1511,6.430509,1458,6.7419424,1081,7.2847824,377
1512,6.619608,1365,6.7912436,1391,6.9896007,-26
1513,8.040958,507,7.6363792,388,8.223106,119
1514,6.853562,373,7.8743124,573,8.0246725,-200
1515,6.853562,1273,6.848213,1401,6.976822,-128
1516,6.2756424,531,7.6051636,585,8.003151,-54
1517,6.4293404,1457,6.7419424,1293,7.0700884,164
1518,6.5684752,1269,6.8524814,1550,6.8663135,-281
1519,6.677574,1366,6.7912436,1763,6.672437,-397
1520,6.537452,1250,6.862748,2033,6.4928045,-783
1521,6.522734,1536,6.7059298,1895,6.5711374,-359
1522,6.677574,1589,6.674041,1174,7.1741357,415
1523,6.7692957,1454,6.7426224,822,7.6456175,632
1524,6.443577,1332,6.814674,1402,6.976477,-70
1525,6.7956085,1443,6.747843,646,7.899267,797
1526,6.537452,1646,6.638259,2138,6.444454,-492
1527,7.9956784,442,7.734837,541,8.074763,-99
1528,6.537452,1204,6.8943954,773,7.7129383,431
1529,6.65738,1339,6.8104014,1935,6.5509453,-596
1530,6.5526867,1262,6.856134,687,7.831548,575
1531,7.821023,636,7.478203,659,7.875868,-23
1532,6.443577,1298,6.833007,1227,7.130254,71
1533,6.537452,1268,6.8524814,1775,6.658816,-507
1534,6.853562,1590,6.673786,647,7.898968,943
1535,6.420102,356,7.9010572,494,8.114875,-138
1536,6.4947143,1357,6.7966366,690,7.830356,667
1537,6.5526867,1247,6.8645215,1869,6.585331,-622
1538,8.040958,510,7.622653,605,7.954282,-95
1539,6.537452,1300,6.833007,702,7.8114796,598
1540,6.721018,1186,6.900115,957,7.424412,229
1541,6.853562,1232,6.8838444,599,7.961302,633
1542,6.677574,1588,6.674041,1543,6.874078,45
1543,6.3978314,1401,6.768711,1325,7.042551,76
1544,6.6380835,1514,6.717749,1747,6.691129,-233
1545,6.8857226,1533,6.7072535,716,7.7915444,817
1546,6.6018863,1535,6.7059298,1411,6.9687166,124
1547,8.040958,458,7.6961346,452,8.148665,6
1548,6.6380835,1299,6.833007,955,7.4310174,344
1549,6.619608,365,7.8947387,484,8.131948,-119
1550,7.2749057,526,7.613538,644,7.9000263,-118
1551,6.4813547,1421,6.7614303,1548,6.866646,-127
1552,5.9585676,453,7.7067533,615,7.9338565,-162
1553,6.522734,1402,6.768711,1206,7.147881,196
1554,6.65738,390,7.820873,782,7.6916423,-392
1555,6.920457,548,7.5881085,524,8.0834675,24
1556,6.537452,1333,6.814674,1505,6.907916,-172
1557,6.619608,1185,6.90364,704,7.80827,481
1558,6.8236194,1312,6.8286314,673,7.845894,639
1559,6.535958,3026,6.1291265,3986,5.2741294,-960
1560,4.389339,3025,6.1291265,3985,5.2741294,-960
1561,5.1040196,3027,6.1291265,3984,5.2741294,-957
1562,2.9394155,432,7.7550235,455,8.147698,-23
1563,3.5332804,553,7.5847273,286,8.3815565,267
1564,4.007446,521,7.615374,271,8.398671,250
1565,4.2380714,598,7.5363526,279,8.39075,319
1566,3.4067137,525,7.6137877,64,8.725763,461
1567,6.0505614,506,7.6385946,62,8.731209,444
1568,5.255699,863,7.172612,325,8.32673,538
1569,2.9448893,431,7.7550235,456,8.147698,-25
1570,3.4792545,552,7.5847273,289,8.3815565,263
1571,3.9017022,522,7.615374,270,8.398671,252
1572,4.2175264,599,7.5363526,280,8.39075,319
1573,3.3679478,524,7.6137877,65,8.725763,459
1574,2.468521,3970,5.4691787,1012,7.348096,2958
1575,5.288184,1808,6.5779195,2954,5.9831758,-1146
1576,5.3344097,1807,6.5779195,2953,5.9831758,-1146
1577,5.688225,1806,6.5779195,2955,5.9831758,-1149
1578,6.4496493,1263,6.85583,841,7.615121,422
1579,7.6757174,1146,6.924185,920,7.4988976,226
1580,6.408824,1297,6.833007,1228,7.1302533,69
1581,6.4813547,999,7.02466,195,8.510866,804
1582,8.721247,808,7.239125,2335,6.32869,-1527
1583,7.7189665,755,7.2996116,712,7.7995853,43
1584,3.7798917,2669,6.253398,3809,5.492935,-1140
1585,5.950743,4145,5.1309333,4236,4.7523727,-91
1586,5.647798,3969,5.4744706,4335,4.4367375,-366
1587,4.7189646,3952,5.5166335,4511,3.822211,-559
1588,9.999956,400,7.8022857,436,8.169016,-36
1589,2.79588,4454,4.4117923,4391,4.2347946,63
1590,2.552842,4404,4.542696,4490,3.890603,-86
1591,6.2675257,3815,5.6956325,4136,5.0021906,-321
1592,6.5684752,3998,5.4245896,3912,5.375455,86
1593,6.677574,3871,5.625421,4117,5.034362,-246
1594,5.886023,3909,5.578159,3802,5.506091,107
1595,6.6380835,3869,5.63036,3881,5.412649,-12
1596,6.408824,3875,5.6201363,4115,5.039474,-240
1597,6.58486,3713,5.8094907,3898,5.3872957,-185
1598,6.721018,3363,6.008132,3953,5.3068333,-590
1599,6.522734,3940,5.529926,4412,4.1731834,-472
1600,4.5376005,4398,4.5645485,4168,4.917777,230
1601,4.853869,4287,4.827533,3999,5.246211,288
1602,4.920815,4338,4.7150526,4184,4.8803105,154
1603,4.744725,4237,4.9420505,3893,5.3930616,344
1604,4.744725,4339,4.71362,3963,5.2895675,376
1605,4.853869,4275,4.848055,4178,4.889843,97
1606,5.0555124,4230,4.958119,3995,5.2602053,235
1607,4.7958775,4203,5.0168924,4049,5.154256,154
1608,7.396856,4206,5.0125756,4280,4.6249075,-74
1609,4.9586034,4355,4.684059,4251,4.713184,104
1610,4.6382704,4354,4.685561,4273,4.672001,81
1611,5.0362077,4324,4.755315,4095,5.0795336,229
1612,4.1487412,4366,4.6646204,4143,4.9920187,223
1613,5.3767405,4352,4.692191,4266,4.6830006,86
1614,4.6197867,4236,4.942097,4149,4.9762907,87
1615,5.886023,4219,4.973091,4155,4.9533453,64
1616,6.522734,4325,4.747435,4448,4.032847,-123
1617,4.9586034,4282,4.835117,4128,5.020074,154
1618,4.2839956,4252,4.8992333,3826,5.4785757,426
1619,4.7212443,4245,4.9224844,4124,5.027194,121
1620,4.886053,4259,4.874955,3661,5.609615,598
1621,4.4948487,4261,4.8719416,3830,5.467485,431
1622,5.3872056,4294,4.8179946,4114,5.046081,180
1623,5.481473,4196,5.0391154,3827,5.4740047,369
1624,5.5228643,4162,5.0975075,3872,5.4245014,290
1625,4.4436965,4026,5.378411,4326,4.4619784,-300
1626,4.7695484,4380,4.6293693,4181,4.886428,199
1627,4.4685197,4288,4.826046,4005,5.2387238,283
1628,4.4559307,4335,4.727586,4192,4.858346,143
1629,4.4436965,4296,4.817128,3922,5.3606415,374
1630,4.4559307,4351,4.6925344,4013,5.2155685,338
1631,4.4436965,4323,4.755389,4187,4.8637667,136
1632,4.853869,4226,4.9617248,3996,5.251529,230
1633,4.886053,4224,4.968835,4039,5.1780715,185
1634,5.537587,4232,4.9502206,4345,4.3788414,-113
1635,4.3196635,3992,5.431734,4156,4.9474244,-164
1636,4.6695843,4091,5.2219305,2713,6.125715,1378
1637,7.396856,843,7.1952496,1933,6.553948,-1090
1638,5.139057,4021,5.3837047,4065,5.1238327,-44
1639,5.464693,3936,5.537798,2993,5.9644,943
1640,5.9585676,1617,6.657204,3814,5.4904838,-2197
1641,3.7695508,3436,5.975863,2701,6.1394286,735
1642,8.585027,740,7.321416,365,8.256921,375
1643,8.552842,133,8.595572,259,8.414339,-126
1644,9.79588,549,7.5847273,290,8.3815565,259
1645,8.468521,153,8.507167,244,8.442396,-91
1646,8.853872,551,7.5847273,287,8.3815565,264
1647,8.113509,53,8.873147,106,8.634871,-53
1648,8.356547,550,7.5847273,288,8.3815565,262
1649,8.69897,152,8.507167,243,8.442396,-91
1650,8.585027,165,8.467196,47,8.770621,118
1651,8.229148,737,7.321416,366,8.256921,371
1652,8.920818,167,8.467196,46,8.770621,121
1653,8.481486,156,8.506442,165,8.545863,-9
1654,6.999566,600,7.5356874,675,7.842663,-75
1655,7.386158,387,7.821878,807,7.6652527,-420
1656,7.7189665,428,7.7657604,400,8.209752,28
1657,7.365523,501,7.648715,190,8.515285,311
1658,7.3001623,385,7.8263717,902,7.5279145,-517
1659,7.7931743,608,7.521644,762,7.7339163,-154
1660,4.301029,3396,5.995643,999,7.3689537,2397
1661,4.2596364,3007,6.136972,1076,7.287794,1931
1662,5.6020427,3810,5.7018795,4294,4.5662594,-484
1663,4.3767495,4238,4.9394493,4212,4.798671,26
1664,3.2013493,4382,4.6208463,4435,4.0737085,-53
1665,3.30103,4055,5.299026,4386,4.2531815,-331
1666,4.2365713,4132,5.1499434,4393,4.2222357,-261
1667,3.5228786,4387,4.605629,4482,3.9101126,-95
1668,5.508624,3891,5.597684,2668,6.1629944,1223
1669,7.130182,3999,5.4217315,2899,6.015906,1100
1670,4.920815,4018,5.3909764,3781,5.5224724,237
1671,3.6777804,4044,5.3334184,3869,5.4265065,175
1672,5.1674848,4019,5.3909764,3782,5.5224724,237
1673,2.638272,4077,5.255817,4098,5.078435,-21
1674,9.886057,4004,5.4137354,1900,6.567254,2104
1675,8.1549015,4003,5.4137354,1901,6.567254,2102
1676,2.39794,4080,5.2537813,1697,6.724923,2383
1677,5.853841,4000,5.4217315,2898,6.015906,1102
1678,3.0132282,4045,5.3334184,3870,5.4265065,175
1679,2.0,4078,5.255817,4097,5.078435,-19
1680,5.267598,3892,5.597684,2669,6.1629934,1223
1681,2.60206,4081,5.2537813,1698,6.724922,2383
1682,5.301021,2307,6.3875747,587,7.9940166,1720
1683,5.8238797,2623,6.2697883,326,8.326411,2297
